6.958671926729205356e-07,-1.192762028307741899e-08,-2.524840357640259030e-08,-5.372928953638796188e-08,2.673271458308559601e-08,2.460633320140577272e-08,-3.262738774351397949e-08,-3.041381365727644602e-09,7.734009124948114252e-09,6.857102121304383013e-08,1.757668766840546977e-08,4.634652521028555174e-07,-2.033178001232679673e-08,1.681894661760492281e-07,-1.142369877360095975e-07
-1.192762028307742560e-08,6.088333789003249295e-07,3.100948854718608309e-08,-1.000277401333766507e-07,-6.451531688535124919e-08,-2.167534281552360322e-08,-3.744809957565359059e-08,-2.706093001719003481e-08,-2.146876356275292981e-08,1.982188899031792184e-08,-6.288356348869143581e-08,-3.997275539840977649e-08,4.138855250806025719e-07,2.866340601739859443e-07,4.319825787084760543e-07
-2.524840357640259030e-08,3.100948854718608971e-08,4.851775590671891352e-07,2.524301903786561716e-07,-3.914564504667716133e-07,-2.060783652682724087e-07,1.802266954010395231e-07,8.429085013024668005e-09,-6.113389203549040414e-10,5.668097787605023046e-08,-1.778275065706248982e-07,-1.724314513773176345e-08,1.643327516164279857e-08,1.714400912884584510e-08,1.950844307164370896e-06
-5.372928953638796188e-08,-1.000277401333766507e-07,2.524301903786561716e-07,3.711377272673958158e-06,2.505522430269185197e-06,8.110634554576552341e-07,1.897088931550589193e-06,-1.033147693008236832e-08,-7.153779788108086748e-09,-2.113895975558192972e-07,1.126797566257480139e-07,-9.249543638551010736e-08,-1.513643257084613671e-07,-1.955155552246864845e-06,-7.674022323495188279e-07
2.673271458308559931e-08,-6.451531688535122272e-08,-3.914564504667716133e-07,2.505522430269185197e-06,1.539364535329599987e-05,5.779978167260758914e-06,4.653937868995402909e-07,-1.496578684555578574e-08,9.465406418517810698e-08,-8.319556385544205972e-07,4.015149415103028641e-07,-5.683235519275175678e-08,-1.028745639790722442e-07,4.536049617058965514e-06,-4.573130995357540427e-06
2.460633320140578926e-08,-2.167534281552360984e-08,-2.060783652682723823e-07,8.110634554576552341e-07,5.779978167260758914e-06,2.306075475496915595e-06,1.052701203090588181e-07,-1.151415414690672012e-08,3.876978309465853522e-08,-2.395497448765626553e-07,2.087316669682354462e-07,-1.071249642833679538e-08,-2.855415637771233210e-08,1.387617397763472261e-06,-2.231456344531159297e-06
-3.262738774351399273e-08,-3.744809957565358397e-08,1.802266954010395231e-07,1.897088931550589193e-06,4.653937868995402379e-07,1.052701203090587917e-07,1.089683226581217548e-06,-2.983251137142946416e-09,-9.174037874901653227e-09,-7.701429787638721417e-08,2.014763174209074422e-08,-5.659130151792695152e-08,-7.073053723385318506e-08,-1.644397064488948099e-06,1.185553471610714080e-07
-3.041381365727638812e-09,-2.706093001719003481e-08,8.429085013024666350e-09,-1.033147693008237494e-08,-1.496578684555576258e-08,-1.151415414690673170e-08,-2.983251137142952206e-09,3.769942186985817320e-07,2.598579188104141416e-08,-2.885348345464812947e-08,-5.857703864385864281e-08,-5.660126255183296959e-09,-3.186638062373537973e-08,2.595848827270739974e-07,1.919850967189239644e-07
7.734009124948110943e-09,-2.146876356275292981e-08,-6.113389203549069365e-10,-7.153779788108080131e-09,9.465406418517810698e-08,3.876978309465853522e-08,-9.174037874901651573e-09,2.598579188104141085e-08,3.616385356675399761e-07,-2.215907525930041689e-08,-5.550758556718419999e-08,2.112522090139481992e-08,-3.028176536947019538e-09,3.972946136669785026e-07,-7.895218449380530271e-08
6.857102121304383013e-08,1.982188899031794169e-08,5.668097787605023708e-08,-2.113895975558193237e-07,-8.319556385544205972e-07,-2.395497448765626553e-07,-7.701429787638722741e-08,-2.885348345464812947e-08,-2.215907525930042351e-08,2.973138657106167009e-06,3.700720525755344793e-08,1.751201866727692282e-08,-2.348681474562645803e-08,-2.170807326183252331e-06,3.296224550155724571e-07
1.757668766840549624e-08,-6.288356348869142257e-08,-1.778275065706248982e-07,1.126797566257480536e-07,4.015149415103027582e-07,2.087316669682354462e-07,2.014763174209075415e-08,-5.857703864385865605e-08,-5.550758556718419999e-08,3.700720525755346116e-08,2.842186275782338637e-06,1.790645602770528446e-08,-4.163819180008260915e-08,8.391190613033705088e-07,-1.791428428752620229e-06
4.634652521028555703e-07,-3.997275539840977649e-08,-1.724314513773176676e-08,-9.249543638551010736e-08,-5.683235519275175678e-08,-1.071249642833679703e-08,-5.659130151792693829e-08,-5.660126255183298613e-09,2.112522090139481661e-08,1.751201866727693275e-08,1.790645602770528777e-08,4.607554893636450078e-07,-2.457910836096169678e-08,2.868188035517196440e-07,-6.865999594825746323e-08
-2.033178001232680004e-08,4.138855250806025719e-07,1.643327516164279196e-08,-1.513643257084613671e-07,-1.028745639790722706e-07,-2.855415637771232548e-08,-7.073053723385318506e-08,-3.186638062373537311e-08,-3.028176536947021192e-09,-2.348681474562647126e-08,-4.163819180008262239e-08,-2.457910836096169017e-08,4.172845336650133696e-07,3.489744863885729249e-07,3.490050719933198123e-07
1.681894661760492545e-07,2.866340601739859443e-07,1.714400912884581863e-08,-1.955155552246864421e-06,4.536049617058965514e-06,1.387617397763472261e-06,-1.644397064488948099e-06,2.595848827270740503e-07,3.972946136669785555e-07,-2.170807326183252331e-06,8.391190613033705088e-07,2.868188035517196440e-07,3.489744863885729249e-07,3.771581631371476536e-05,-7.622767672633910707e-06
-1.142369877360098093e-07,4.319825787084760013e-07,1.950844307164370473e-06,-7.674022323495190396e-07,-4.573130995357538733e-06,-2.231456344531158450e-06,1.185553471610713021e-07,1.919850967189238320e-07,-7.895218449380519683e-08,3.296224550155720866e-07,-1.791428428752619806e-06,-6.865999594825758234e-08,3.490050719933198653e-07,-7.622767672633910707e-06,3.017899271082385415e-05
